run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
11,3999,14,14,NEW_ORDER,0,0,0
11,4007,8,8,NEW_ORDER,0,0,0
11,4012,5,5,PAYMENT,0,0,0
11,4028,16,16,NEW_ORDER,0,0,0
11,4045,17,17,NEW_ORDER,0,0,0
11,4060,15,15,NEW_ORDER,0,0,0
11,4075,15,15,NEW_ORDER,0,0,0
11,4088,13,13,NEW_ORDER,0,0,0
11,4093,5,5,PAYMENT,0,0,0
11,4102,9,9,PAYMENT,0,0,0
11,4112,10,10,PAYMENT,0,0,0
11,4121,9,9,PAYMENT,0,0,0
11,4135,14,14,NEW_ORDER,1,0,0
11,4163,27,27,NEW_ORDER,0,0,0
11,4192,29,29,NEW_ORDER,0,0,0
11,4197,5,5,PAYMENT,0,0,0
11,4202,5,5,ORDER_STATUS,0,0,0
11,4222,20,20,NEW_ORDER,0,0,0
11,4227,5,5,PAYMENT,0,0,0
11,4242,15,15,NEW_ORDER,0,0,0
11,4256,14,14,NEW_ORDER,0,0,0
11,4260,4,4,PAYMENT,0,0,0
11,4273,13,13,NEW_ORDER,0,0,0
11,4278,5,5,PAYMENT,0,0,0
11,4283,5,5,PAYMENT,0,0,0
11,4287,4,4,PAYMENT,0,0,0
11,4293,6,6,PAYMENT,0,0,0
11,4301,8,8,PAYMENT,0,0,0
11,4314,13,13,NEW_ORDER,0,0,0
11,4319,5,5,PAYMENT,0,0,0
11,4337,18,18,NEW_ORDER,1,0,0
11,4343,6,6,PAYMENT,0,0,0
11,4355,12,12,STOCK_LEVEL,0,0,0
11,4360,4,4,PAYMENT,0,0,0
11,4374,14,14,NEW_ORDER,0,0,0
11,4391,17,17,NEW_ORDER,0,0,0
11,4396,5,5,PAYMENT,0,0,0
11,4410,14,14,NEW_ORDER,0,0,0
11,4414,3,3,PAYMENT,0,0,0
11,4418,4,4,PAYMENT,0,0,0
11,4429,11,11,NEW_ORDER,0,0,0
11,4448,19,19,NEW_ORDER,0,0,0
11,4453,5,5,PAYMENT,0,0,0
11,4458,5,5,PAYMENT,0,0,0
11,4463,5,5,ORDER_STATUS,0,0,0
11,4475,12,12,NEW_ORDER,1,0,0
11,4485,10,10,NEW_ORDER,0,0,0
11,4499,14,14,NEW_ORDER,0,0,0
11,4516,17,17,NEW_ORDER,0,0,0
11,4530,14,14,NEW_ORDER,0,0,0
11,4552,22,22,NEW_ORDER,0,0,0
11,4569,17,17,NEW_ORDER,0,0,0
11,4573,4,4,PAYMENT,0,0,0
11,4588,14,14,NEW_ORDER,0,0,0
11,4597,9,9,NEW_ORDER,0,0,0
11,4602,5,5,PAYMENT,0,0,0
11,4606,4,4,PAYMENT,0,0,0
11,4606,0,0,DELIVERY,0,0,0
11,4642,36,36,DELIVERY_BG,0,0,0
11,4648,6,6,PAYMENT,0,0,0
11,4668,20,20,NEW_ORDER,0,0,0
11,4670,2,2,STOCK_LEVEL,0,0,0
11,4687,17,17,NEW_ORDER,0,0,0
11,4697,10,10,NEW_ORDER,0,0,0
11,4701,4,4,PAYMENT,0,0,0
11,4712,11,11,NEW_ORDER,0,0,0
11,4728,16,16,NEW_ORDER,0,0,0
11,4733,5,5,PAYMENT,0,0,0
11,4737,4,4,PAYMENT,0,0,0
11,4741,4,4,PAYMENT,0,0,0
11,4757,16,16,NEW_ORDER,0,0,0
11,4765,8,8,NEW_ORDER,0,0,0
11,4770,5,5,PAYMENT,0,0,0
11,4784,14,14,NEW_ORDER,0,0,0
11,4795,11,11,NEW_ORDER,0,0,0
11,4811,16,16,NEW_ORDER,0,0,0
11,4815,4,4,PAYMENT,0,0,0
11,4832,17,17,NEW_ORDER,0,0,0
11,4850,18,18,NEW_ORDER,0,0,0
11,4855,5,5,ORDER_STATUS,0,0,0
11,4870,15,15,NEW_ORDER,0,0,0
11,4885,15,15,NEW_ORDER,0,0,0
11,4890,5,5,PAYMENT,0,0,0
11,4902,12,12,NEW_ORDER,0,0,0
11,4907,5,5,PAYMENT,0,0,0
11,4915,8,8,STOCK_LEVEL,0,0,0
11,4932,17,17,NEW_ORDER,0,0,0
11,4939,7,7,STOCK_LEVEL,0,0,0
11,4959,20,20,NEW_ORDER,0,0,0
11,4981,22,22,NEW_ORDER,0,0,0
11,4985,4,4,ORDER_STATUS,0,0,0
11,4990,5,5,PAYMENT,0,0,0
11,4995,5,5,PAYMENT,0,0,0
11,5015,20,20,NEW_ORDER,0,0,0
11,5021,5,5,ORDER_STATUS,0,0,0
11,5025,4,4,PAYMENT,0,0,0
11,5031,6,6,PAYMENT,0,0,0
11,5035,4,4,PAYMENT,0,0,0
11,5048,12,12,NEW_ORDER,0,0,0
11,5058,10,10,NEW_ORDER,0,0,0
11,5059,1,1,STOCK_LEVEL,0,0,0
11,5064,5,5,PAYMENT,0,0,0
11,5077,13,13,NEW_ORDER,0,0,0
