run,driver,driverVersion,db,sessionStart,runMins,loadWarehouses,runWarehouses,numSUTThreads,limitTxnsPerMin,thinkTimeMultiplier,keyingTimeMultiplier
17,simple,5.0,postgres,2024-12-19 21:54:24.515,5,20,20,10,0,1.0,1.0
