tx_name,tx_count,tx_percent,tx_90th,tx_max,tx_limit,tx_rbk,tx_error,tx_dskipped
NEW_ORDER,10912,44.870%,2.113s,5.904s,5.0,1.274%,0,N/A
PAYMENT,10490,43.135%,1.156s,6.013s,5.0,N/A,0,N/A
ORDER_STATUS,977,4.017%,1.740s,3.023s,5.0,N/A,0,N/A
STOCK_LEVEL,976,4.013%,4.152s,7.924s,20.0,N/A,0,N/A
DELIVERY,964,3.964%,0.000s,0.001s,5.0,N/A,0,N/A
DELIVERY_BG,964,N/A,10.330s,37.134s,80.0,N/A,0,0
tpmC,2182.40,848.523%,N/A,N/A,N/A,N/A,N/A,N/A
tpmTotal,4863.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A
